quote,character
and you can serve the cause best by taking this note down to,holmes
"turning it over, he",holmes
Then it was not Arthur who took them?,holmes
You will go down,holmes
"""Strange, Watson, that we should see tracks all along our line, but never a cow on the whole moor; very strange, Watson, eh?""",holmes
"possibly for the last time, and make one strong endeavour to draw him from those evil influences which were sucking him down.""",holmes
and all will be well.  Matters have gone so far now that they,holmes
And in some ways a worse one.,holmes
"""That possibility had already occurred to me,""",holmes
"""Just a little,""",holmes
"""You are detectives, I suppose?""",holmes
"""It is not the baronet--it is--why, it is my neighbour, the convict!""",holmes
"""You see everything.""",holmes
We are going well. Our rate at present is fifty-three and a,holmes
"I left him full of the image of this magnificent intellect babbling like a foolish child. He had handed me the key, and with a happy thought I took it with me lest he should lock himself in.",holmes
"""Well, Mrs. Warren, I cannot see that you have any particular cause for uneasiness, nor do I understand why I, whose time is of some value, should interfere in the matter. I really have other things to engage me.""",holmes
"""If I didn't dare things, mister, I wouldn't be in your service. But I'll tell you straight what is in my mind. I've heard that with you German politicians when an agent has done his work you are not sorry to see him put away.""",holmes
"""You don't mean that you know where he is?""",holmes
"""Two of these have been smoked from a holder and two without,""",holmes
"it does not seem a very cheerful place,"" said the detective with a shiver, glancing round him at the gloomy slopes of the hill and at the huge lake of fog which lay over the Grimpen Mire.",holmes
"For you, Mr. Merryweather, the stake will be some £30,000; and for you, Jones, it will be the man upon whom you wish to lay your hands.",holmes
""",""What charge, sir? Why, of course, the attempted murder of Mr. Sherlock Holmes.""",holmes
"""Hum! There's a flaw there. Let us apply common sense to the matter.",holmes
"Watson, that I must leave you to your papers for a little.""",holmes
"""I think, perhaps, we had better go down to Tredannick Wartha without further delay. I confess that I have seldom known a case which at first sight presented a more singular problem.""",holmes
"""Some years ago--to be definite, in May, 1884--there came to Lee a gentleman, Neville St. Clair by name, who appeared to have plenty of money.""",holmes
"""I took the marriage ring from her dead finger, and I vowed that his dying eyes should rest upon that very ring, and that his last thoughts should be of the crime for which he was punished.""",holmes
"Well, if you take that line, Mr. Barker,""",holmes
"Watson, excellent!"" murmured my companion. ""The importance of the point struck me so forcibly that I sent a special wire to Dartmoor yesterday to clear the matter up. The boy locked the door before he left it. The window, I may add, was not large enough for a man to get through.",holmes
"but it was a chance, as the result showed. These people had never, to my knowledge, done a murder. They might shrink from actual violence at the last. The could bury her with no sign of how she met her end, and even if she were exhumed there was a chance for them. I hoped that such considerations might prevail with them. You can reconstruct the scene well enough. You saw the horrible den upstairs, where the poor lady had been kept so long. They rushed in and overpowered her with their chloroform, carried her down, poured more into the coffin to insure against her waking, and then screwed down the lid. A clever device, Watson. It is new to me in the annals of crime. If our ex-missionary friends escape the clutches of Lestrade, I shall expect to hear of some brilliant incidents",holmes
"I forgot I had not told you. I am getting into your involved habit, Watson, of telling a story backward. You had best read this first.""",holmes
"""His wife!"" she said again. ""His wife! He is not a married man.""",holmes
"""I understand that they have had brokers in the house?""",holmes
"""The credit of the execution is due to Monsieur Oscar Meunier, of Grenoble, who spent some days in doing the moulding.""",holmes
"Poor girl! Poor girl! The ways of fate are indeed hard to understand. If there is not some compensation hereafter, then the world is a cruel jest. But what of this man Leonardo?",holmes
' said he.,holmes
"My advice to your, sir, is to speak the truth.",holmes
"""Burglary! This is more interesting. Let me hear the details.""",holmes
the following lines are spoken by the character Holmes but are not explicitly stated in the text. They are inferred from the context:,holmes
"""No, no, Watson, I will not admit that it is possible. Where a crime",holmes
"""They are not all successes, Watson,"" said he. ""But there are some pretty little problems among them.",holmes
"then.""",holmes
"""I know already that Fitzroy is dead. Do not be afraid to tell me the particulars.""",holmes
and he was leading me to a chair.,holmes
"you can't but recognize it! After I heard your view I made it my business to see him. I had a chat with him on eclipses. How the talk got that way I canna think; but he had out a reflector lantern and a globe, and made it all clear in a minute. He lent me a book; but I don't mind saying that it was a bit above my head, though I had a good Aberdeen upbringing. He'd have made a grand meenister with his thin face and gray hair and solemn-like way of talking. When he put his hand on my shoulder as we were parting, it was like a father's blessing before you go out into the cold, cruel world.""",holmes
