number,character,quote
1083,hp,we’ve got to find out who last saw the dead woman alive. Chambermaid took her her breakfast at nine. Girl in the bureau downstairs saw her pass through the lounge and go out about ten.
1084,mm,"I’m really very, very sorry. Please tell your sister that I didn’t know. I had no idea."
1085,hp,"In this coach Dr. Constantine and I are the only travellers. In the coach from Bucharest is an old gentleman with a lame leg. He is well known to the conductor. Beyond that are the ordinary carriages, but these do not concern us, since they were locked after dinner had been served last night. Forward of the Istanbul-Calais coach there is only the dining car."
1086,sh,"What is the use of asking me questions when I tell you I know
     nothing whatever about it?"
1087,mm,"Well, Aunt Jane, this is one up to you. I can’t think how on earth you managed to hit upon the truth. I should never have thought of the little maid in the kitchen being connected with the case."
1088,mm,I believe he was a very noted financier.
1089,sh,"A most illuminating remark. It is impossible
     as I state it, and therefore I must in some respect have stated it
     wrong. Yet you saw for yourself. Can you suggest any fallacy?"
1090,mm,"or rather of someone I once knew. Order Inch for me, will you? To come here about half past eleven."
1091,mm,"Nothing professional, that is to say. I have never been a probation officer or indeed sat as a magistrate on a Bench or been connected in any way with a detective agency. To explain to you, Mr. Broadribb, which I think it is only fair for me to do and which I think Mr. Rafiel ought to have done, to explain it in any way all I can say is that during our stay in the West Indies, we both, Mr. Rafiel and myself, had a certain connection with a crime that took place there. A rather unlikely and perplexing murder."
1092,mm,"I don’t like to say, I am sure,"
1093,sh,"Here, Lestrade, your brandy-bottle! Put
     her in the chair! She has fainted from ill-usage and exhaustion."
1094,hp,"Why not say it—to me? I am one of those who hear many things. If, as you say, you boil inside—like the jam—eh bien, let the scum come to the surface, and then one can take it off with a spoon, so."
1095,sh,Perhaps it would interest you to hear what he says.
1096,hp,"The gardener watering…Going to the post? Nearly ran down a bicyclist—silly woman wobbling and shouting to a friend. That’s all, I’m afraid."
1097,hp,"it was a little difficult for
Mademoiselle Flora. She is told simply that the police are here and
that there has been a robbery. Naturally she jumps to the conclusion
that the theft of the money has been discovered. Her one idea is to
stick to her story. When she learns that her uncle is dead she is
panic-stricken. Young women do not faint nowadays, monsieur, without
considerable provocation. _Eh bien!_ there it is. She is bound to stick
to her story, or else confess everything. And a young and pretty girl
does not like to admit that she is a thief—especially before those
whose esteem she is anxious to retain."
1098,sh,Didn't I tell you so when we started?
1099,mm,"Fallowfield is situated not very far from here. Sixteen miles, I think. So this is Elizabeth Temple’s part of the world, a part she knows well with people in it that she also might know well."
1100,sh,"Is this cove trying to be funny, or what? I'm not in the funny mood
     myself."
1101,sh,"But he has a struggle to keep up his position. He is far from rich
     and has many calls. You noticed, of course, that his boots had been
     re-soled? Now, Watson, I won't detain you from your legitimate work
     any longer. I shall do nothing more to-day, unless I have an answer
     to my cab advertisement. But I should be extremely obliged to you if
     you would come down with me to Woking to-morrow, by the same train
     which we took yesterday."
1102,mm,What in my day they used to call ‘having the come hither in your eye.’
1103,sh,"Show him up, Billy. This is the eminent peer who represents the very
     highest interests,"
1104,mm,"it was my sleeve. It’s rather a floating sleeve. Perhaps you would like some hot milk, if you are afraid to take coffee?"
