no.,character,quote
567,marple,"There can be no other reason for it. He was not a man to shower benefits for nothing, out of compassion for an old lady who wasnt good at walking up hills. No. He wanted me to go there."
568,marple,"A cruise abroad, perhaps? One of these excellent tours as arranged nowadays. Theatres, concerts—the ability to replenish ones cellars."
569,marple,that couldnt be so. The injuries were described very fully at the trial. You dont commit suicide by beating in your own head.
570,marple,There was nothing of that kind to find. I asked him to tell me a little about you. He did not however consent to do so. He told me you were elderly. He told me that you were a person who knew about people. He told me one other thing.
571,marple,"I should imagine, though perhaps I am wrong, that there may have been—what we might call family reasons."
572,marple,"I should say, if you say that about yourself, that you are probably speaking the truth. You are, perhaps, a medical man."
573,marple,I think married ones are the worst. Remember poor Mollie Carter.
574,marple,"it seems to me we are a pretty representative gathering. How would it be if we formed a Club? What is today? Tuesday? We will call it The Tuesday Night Club. It is to meet every week, and each member in turn has to propound a problem. Some mystery of which they have personal knowledge, and to which, of course, they know the answer. Let me see, how many are we? One, two, three, four, five. We ought really to be six."
575,marple,It might give us another motive for the husband. Jealousy.
576,marple,"Dolly, do you really think there are many like her?"
577,marple,Do you know at all—can you imagine—how I have suffered?
578,marple,"that there are so many deaths all the time. And one doesnt really notice it until one looks at the inscriptions in the churchyard. Sickness, old age, children run over, sometimes even more dreadful things. Young girls killed. Crimes, I mean."
579,marple,"That and the warning in it. What would he do, getting a letter from someone he didnt know, full of names he didnt know. Why, of course, toss it over to his secretary."
580,marple,"Oh, yes, maam. Shes always one for a change, Gladdie is. She never seems to get really settled, if you know what I mean. But shes always been the one to give the notice, you see!"
581,marple,I do hope you will be quite comfortable here. Can I help you to unpack? We have a very nice woman who comes in but she is only here in the morning. But shell help you with anything.
582,marple,"Well, I suppose—one does hear of young people doing very extraordinary things nowadays,"
583,marple,somewhere about 1800 or 1798. He died young. A pity. He had great genius.
584,marple,I think reasons of protection. He wanted to be quite sure that nothing should happen to you.
585,marple,And the next thing was the death of Elizabeth Temple?
586,marple,"Yes. She was a great personality. She was herself a woman of considerable scholarship. Mathematics were her speciality, but she was an all round—what I should call an educator. Was interested in education, what girls were fitted for, how to encourage them. Oh, many other things. It is sad and very cruel if she dies,"
587,marple,"Curse it all, I wish I could remember. If only Id known. You see, I was so completely taken up with—with—"
588,marple,For instance Mrs. Carruthers had a very strange experience yesterday morning. She bought two gills of picked shrimps at Elliots. She called at two other shops and when she got home she found she had not got the shrimps with her. She went back to the two shops she had visited but these shrimps had completely disappeared. Now that seems to me very remarkable.
589,marple,"If you remember, he was a man who never said anything much about personal feelings or his own life."
590,marple,"My dear lady, Miss Temple is not an old friend of yours or anything like that. Sad as this accident has been."
591,marple,"At twelve twenty-nine we received a telephone call from Mrs. Cresswell, housekeeper to Miss Greenshaw, stating that her mistress had been shot. Sergeant Cayley and myself went out there at once in a car and arrived at the house at twelve thirty-five. We found Miss Greenshaw dead and the two ladies locked in their rooms."
