number,character,quote
511,sh,"There was a quick step on the stairs, a sharp tap at the door, and a
     moment later the new client presented himself. He was a tall,
     handsome youth about thirty, well dressed and elegant, but with
     something in his bearing which suggested the shyness of the student
     rather than the self-possession of the man of the world. He shook
     hands with Holmes, and then looked with some surprise at me."
512,mm,"I bet I could beat you all at this game. I am not only a woman—and say what you like, women have an intuition that is denied to men—I am an artist as well. I see things that you don’t. And then, too, as an artist I have knocked about among all sorts and conditions of people. I know life as darling Miss Marple here cannot possibly know it."
513,sh,"No one could find his way into the Grimpen Mire
     to-night."
514,hp,Rosalie Otterbourne. She came round from the other side of the boat and saw you leave Linnet Doyle’s cabin and go to your own.
515,sh,"The two men had stopped opposite the window.  Some chalk marks over
     the waistcoat pocket were the only signs of billiards which I could
     see in one of them.  The other was a very small, dark fellow, with
     his hat pushed back and several packages under his arm."
516,hp,"Ah! And yet it is so simple. The true explanation leapt to the eye,
did it not?"
517,hp,"My God, I’m sick of answering questions. I’ve answered the police questions. I don’t feel called upon to answer yours."
518,mm,"Anyway, they were walking along the bottom path, weren’t they? You saw them there, didn’t you?"
519,sh,"It won't be so damn fine
     if I have to trim you up a bit. I've handled your kind before now,
     and they didn't look fine when I was through with them. Look at that,
     Masser Holmes!"
520,hp,"We know now all that we can know. We have the evidence of the passengers, the evidence of their baggage, the evidence of our eyes. We can expect no further help. It must be our part now to use our brains."
521,hp,"My attention was immediately attracted towards Mr. and Mrs. Mercado, who were both of them clearly in a state of great agitation and unrest. I considered first Mrs. Mercado. Was she capable of murder, and if so for what reasons?

“Mrs. Mercado’s physique was frail. At first sight it did not seem possible that she could have had the physical strength to strike down a woman like Mrs. Leidner with a heavy stone implement. If, however, Mrs. Leidner had been on her knees at the time, the thing would at least be physically possible. There are ways in which one woman can induce another to go down on her knees. Oh! not emotional ways! For instance, a woman might be turning up the hem of a skirt and ask another woman to put in the pins for her. The second woman would kneel on the ground quite unsuspectingly.

“But the motive? Nurse Leatheran had told me of the angry glances she had seen Mrs. Mercado direct at Mrs. Leidner. Mr. Mercado had evidently succumbed easily to Mrs. Leidner’s spell. But I did not think the solution was to be found in mere jealousy. I was sure Mrs. Leidner was not in the least interested really in Mr. Mercado—and doubtless Mrs. Mercado was aware of the fact. She might be furious with her for the moment, but for murder there would have to be greater provocation. But Mrs. Mercado was essentially a fiercely maternal type. From the way she looked at her husband I realized, not only that she loved him, but that she would fight for him tooth and nail—and more than that—that she envisaged the possibility of having to do so. She was constantly on her guard and uneasy. The uneasiness was for him—not for herself. And when I studied Mr. Mercado I could make a fairly easy guess at what the trouble was. I took means to assure myself of the truth of my guess. Mr. Mercado was a drug addict—in an advanced stage of the craving.

“Now I need probably not tell you all that the taking of drugs over a long period has the result of considerably blunting the moral sense.

“Under the influence of drugs a man commits actions that he would not have dreamed of committing a few years earlier before he began the practice. In some cases a man has committed murder—and it has been difficult to say whether he was wholly responsible for his actions or not. The law of different countries varies slightly on that point. The chief characteristic of the drug-fiend criminal is overweening confidence in his own cleverness.

“I thought it possible that there was some discreditable incident, perhaps a criminal incident, in Mr. Mercado’s past which his wife had somehow or other succeeded in hushing up. Nevertheless his career hung on a thread. If anything of this past incident were bruited about, Mr. Mercado would be ruined. His wife was always on the watch. But there was Mrs. Leidner to be reckoned with. She had a sharp intelligence and a love of power. She might even induce the wretched man to confide in her. It would just have suited her peculiar temperament to feel she knew a secret which she could reveal at any minute with disastrous effects.

“Here, then, was a possible motive for murder on the part of the Mercados. To protect her mate, Mrs. Mercado, I felt sure, would stick at nothing! Both she and her husband had had the opportunity—during that ten minutes when the courtyard was empty."
